,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,73479.0,-3.71667065648705,-2.07180531134611,-0.7354385088831359,1.16946543518163,4.13759271329282,2.3486042805571,-1.4984558750007,0.7378243034028991,-0.43601325996511103,0.7239344866590479,-0.0530432359254929,-0.0561541994471634,0.32380626751594604,0.5633436317006679,2.2562409848724703,-0.11255673576822199,-0.227361339592225,0.45205430891067294,1.99274295591326,-0.985475990119047,-0.309921994384507,-0.306099925817127,-2.57377434152487,1.2624690991284,0.0287374500253212,-0.10263996374204401,0.36492396574954705,-1.39307921751254,25.99,0
1,133741.0,-0.6665254948805219,0.321506597405885,0.461364651507546,4.46531982407886,2.3135538471088397,0.499592933325046,-0.16766953348138,0.347454707074925,-2.0334244685663103,1.9885407072185701,0.0858674674265342,-0.0113245842663546,0.0524840176803391,0.546544101136408,-0.5359139829434549,-0.235938730594966,-0.0445163139824615,0.29005840071420896,1.7865228478526598,0.612902224707402,-0.00620385073985046,-0.18833522878709197,0.35450969594751996,0.17799016008895602,-1.07135906940652,0.0359266822794219,0.462273226478326,0.331354800705265,10.57,0
2,145177.0,2.0656171079515504,-0.0427892791625256,-1.12583044606047,0.369303845195113,-0.0124689001327288,-1.0335443547728,0.183736963577647,-0.313771074333955,0.511425819938143,0.0576367019440116,-0.7862485083092758,0.545167208713812,0.347347948112376,0.219862169173305,0.0702496361432384,-0.130419668484545,-0.303427823920427,-0.939516100103001,0.13160189896767802,-0.20998621194534697,-0.29098840859399294,-0.6827208950234119,0.32492618063340994,-0.162811810859943,-0.283589730163399,0.20994584591803497,-0.065970000564961,-0.0616127837719794,1.29,0
3,60438.0,-1.4166876296428998,1.32274863360199,0.727693736845002,-1.3100989095454199,-0.547245030438475,-0.891809174549828,-0.0733022219327954,0.7723394988292059,-0.31916688826640804,-1.08161558547079,-1.1384350906791498,0.35915477359538506,0.6771109680464339,0.42348669180911896,0.42645798299267107,0.959496280084993,-0.5529161110416451,-0.17208893123082,-0.50528976279321,-0.162349414499169,-0.0110371246260019,-0.262217302679633,0.00476180363207879,-0.0700804794427846,-0.21759484886610697,0.7415023363769608,-0.11073467323294399,0.0135564103939728,3.69,0
4,47914.0,1.05048141356218,0.0575867566125478,0.11344582391627099,1.17863583086949,-0.183608232881286,-0.38721159412526795,0.149288691679386,0.0841803400543471,-0.19979975363927302,0.23327729473150802,1.3906875299726,0.0364188327499277,-2.02217772001783,1.08886180733238,0.484736694434942,-0.10076841321007902,-0.163879097797562,-0.0945169498478048,-0.485502846552056,-0.19188775976798,0.0721037697013342,0.0360974242175088,-0.0721234030856621,0.18334590777293105,0.509949473269321,-0.34214533072284403,-0.00703853062088098,0.0104303605676156,55.9,0
5,124443.0,2.12450649536132,0.501403641323988,-2.4583328908080397,1.15665320239305,1.23419689852789,-1.1576364162582,1.1099450476374,-0.592968276921283,-0.40439586283086204,0.368954251109956,-0.889623250968793,0.451572693539296,0.539930140778601,0.7363232998947491,-0.376285590091841,-0.8373607215732171,-0.32629191365235805,-0.489902119355435,-0.23696069179297,-0.22899614138453897,0.296915127997341,1.06676659887171,-0.21036155391869002,0.732777216246978,0.941920166950323,-0.226367028382871,-0.05352945518112,-0.071618797150105,1.0,0
6,156518.0,2.23815711093546,-1.5823575164784598,-0.819257226071136,-1.90308306756567,-0.954874771202424,0.575190924485185,-1.5304507752899599,0.13100355275202802,-1.20330357221652,1.64396847473414,-0.0952891186682386,-0.0358415305477068,1.27925110100085,-0.648528877327082,-0.564479637211427,0.280232915215331,-0.317463006548042,0.701564170353584,0.493366330079045,-0.25536863868583604,-0.35336673285981296,-0.6341809279240022,0.30849423210231897,-0.34442542861333003,-0.46518428052923605,-0.43825686280212106,0.0310598830020546,-0.0405831374259391,45.0,0
7,123528.0,2.29472910505576,-1.65704807845422,-1.02047322463736,-1.7974298193781102,-1.2133090966826998,0.124031952143132,-1.5980031520542801,0.21296453086467498,-0.859913622459386,1.79668130041855,-0.36257939834896796,-1.73354116912776,-2.1411045986926602,0.124370505181855,-0.392772246004332,0.0903629877642235,0.0883828395115347,1.0697197673324201,0.339931443979079,-0.553079238421587,-0.17233380057664002,-0.15389652488349498,0.239716136404971,-0.00275834519970302,-0.298133784153523,-0.181132747855985,0.00047403871947102,-0.0602673130896597,12.0,0
8,38214.0,-2.64043353370263,-1.81270826308096,1.556904905816,2.2672880909676496,2.9895591767509297,-2.82458747285267,-1.15230677453549,-0.368416338720183,-0.286080336668108,0.9632775699125591,0.0881572520366187,0.19758245707278896,0.29052978189420303,0.234375128536917,1.6987959192932298,-0.9928118288513259,0.28319233122912607,-0.166118873995758,1.52076020991166,-0.0901354187823152,-0.12981242955646602,0.22703098663017998,-0.6156141516845911,0.8183334557965469,-0.0948084239100271,-0.166575986465104,0.507482830733836,-0.14962342096353198,17.76,0
9,126477.0,-0.709087111270107,-0.157397339522019,1.1831520754320501,-3.2224730197352702,-0.32866036595897496,-0.179068409286258,-0.143578363111261,-0.911710783402445,-1.65466992068023,0.9512314791729141,-1.7628744807120902,-2.5240206891145602,-1.87384375630724,-0.36478042011180295,-0.49744119469067893,-0.333291580347072,0.255571424269345,0.305256258893224,-0.573766395913388,-0.44736760955330396,0.43102664051796297,-0.660255050330334,-0.329451868039437,0.379099625452859,0.750615443212827,-0.134844715342538,0.12514752546433802,-0.11603389743627801,10.0,0
10,86275.0,-1.61386943467382,0.9559509145787161,0.446070410338899,-0.184742997124966,1.59242744207252,4.3838891101195,-0.60732040543792,1.08835262047945,0.472681156443277,0.28837364453024,-0.6592150675132811,-0.026510712138018,0.0010752018532119,-0.416498670457665,0.6098171230844139,0.00539503680821094,-0.460523717168834,0.5972594020373921,1.05004628285658,-0.0955276629261292,0.0419220266659876,-0.0355497705236054,-0.191070923929924,1.0082556130457598,0.0244645195620052,-0.428378011671533,-1.06350978737156,-0.10654150064915101,35.0,0
11,11192.0,1.17624893767117,-0.8895329457151909,0.721409055606369,-0.475667655724823,-1.28340415030933,-0.250113705660604,-1.0523645315080101,0.12610317282300698,0.7058553262346781,0.42546541772165497,2.37545328130389,-3.47916716017478,-0.45063966065264394,1.85180673317279,-0.04717867727463599,1.16648205094728,1.12663076183662,-0.51470672020276,-0.0215181145689789,-0.00050807341326664,0.310043972126476,0.842735595505261,-0.118885946229112,0.15436572250684,0.31846390618097997,-0.06417687925032499,-0.0235172370153651,0.00610474263939306,76.12,0
12,48625.0,-4.6957647527251,-10.5999817312676,-3.5730015403645496,1.85471208507146,-3.7782764405432303,0.538696898036271,3.78310855379607,-0.9269305968976891,-1.3086959518777799,-0.708095051593682,0.88954047022072,0.0166876441939414,0.159515519623787,0.7677687832764291,-0.470012865205366,1.25160630514985,0.36584401438268105,-0.366807317408967,0.22311548041422102,6.473985785396691,2.08948553676839,-1.15594970657736,-2.99722255942944,0.201102795360836,-0.369617088453483,-0.397241918063352,-0.6126945827904421,0.539374600533058,3168.8,0
13,66016.0,1.2333423150223,-0.9689715359599599,0.088697105393811,-0.626211148049616,-0.860101548268654,0.05860775768603,-0.7193962613365029,0.21031664843319897,-0.417605903600037,0.675433788961505,0.62808678536608,-0.9060888345720892,-2.30138630464877,0.25936561668707003,-0.735258097556167,0.58344403368852,0.759462952720235,-1.31043367348987,0.989330525079499,-0.00166626927627217,0.117387045865376,0.21144150013115498,-0.14835547386702402,-0.31160475918121,0.5309453408673871,-0.111797745383005,-0.00712927539491555,-0.0036621538259075798,64.96,0
14,80517.0,-2.1126236233360602,-2.8918624259276005,0.249964158835947,-3.4213749350656,-1.9276849441538602,0.9092449031292479,3.0302999396954,-0.206036491310845,1.86555487309724,-2.89106790705553,-0.20478330500662498,0.276184144219846,-0.8181927381741991,-0.149981164242135,-0.0343840891692467,0.410870673880471,-1.4950604008189299,1.60602632813391,0.0767217459862951,1.76986010283069,0.562477002520111,0.28113183697526,1.66101484158871,-1.07817955299109,0.44640567042057594,-1.1424537009150302,-0.300429146009214,-0.030780594331542004,857.27,0
15,34727.0,1.28437725570168,-0.7940186216995341,0.9746389317880659,-0.7896593904909229,-1.3062752712637,0.0573755061950037,-1.2331655937281498,0.246239767688897,-0.594718523813068,0.7449743475219929,1.5238330154474,-0.0954951223543412,-0.23010558230786202,-0.13600568960978698,0.714620690540177,1.40456370541473,0.10785784831870099,-0.7521166955316531,0.15739816705055498,0.0461684495155418,0.456762642427219,1.24624513814405,-0.081840128012014,0.0618929563210167,0.30907915754235404,-0.0360445631951927,0.0469145487970469,0.0117425387870107,14.0,0
16,135342.0,1.8893345778286397,-0.5625188547557951,0.31577466700594103,1.20486925882813,-1.00051032831099,0.469002622290757,-1.30115236215951,0.45703140216949395,1.4860331928533,0.35929614513501895,-0.009879434632850709,-0.15869113945498597,-1.8136353050984901,0.175283444585116,0.42090274529671995,1.08833120037991,-1.0937814482366,1.40081559489794,-0.4776392066445229,-0.35653514251307206,0.259882029601097,0.8399678455074922,0.168406908822719,-0.539411157389672,-0.36553944585886605,-0.569634676629779,0.083177241661,-0.0357620743729304,2.99,0
17,42045.0,1.19129538683617,0.296150781267096,0.9255516242367808,2.52188432860817,-0.199760338936334,0.527166689740318,-0.37725078196363004,0.115973450562608,-0.0194655990668699,0.507880227576875,-1.65097314808861,0.11705672505492698,0.669866773220847,-0.485536636491493,-0.4234889728061789,0.6651813644257281,-0.687868160917474,0.0691429400580833,-0.55493604399788,-0.0967441776184335,0.0204082191055491,0.26430568859356696,-0.205489835135468,-0.41921913449909004,0.661483817127569,0.199872572766111,0.031769636188867995,0.0210855559327328,6.06,0
18,67444.0,-1.1383221770737,0.08569912043673798,3.1455961906382996,-1.41703975385632,-1.6042923208481599,-0.0352451124879795,-0.586014227939728,0.205161405128975,0.817619516720919,0.531093591455344,-1.12253012423055,-0.963864617906702,-1.3000552180023301,-1.6911321197348899,-1.7928527722909902,0.5294059774358251,0.7342722561275441,-1.31315606092652,0.29193905368581297,0.42335396174446893,0.0370143462435339,0.738928191890109,-0.37504540004683395,0.7437093519040591,0.546510778370017,-0.14879575561387198,0.38758994954710496,0.0286135016947705,2.4,0
19,144752.0,-23.980490723035103,-25.705566066064897,-4.10304890693054,4.68964634496491,8.874880594961821,-6.99442371743207,0.0126927757117263,-2.5842144816675097,1.5464115008661101,3.0396310816487597,2.55715085798127,0.341441835211376,2.60012702426539,-1.9402631593119402,1.84356127821125,3.8241512519940604,-1.61704615457571,-2.21913223664232,3.3104523932175396,-15.620332379432199,-5.785110795742941,2.14714236766629,10.1983696353535,0.50057438624523,4.8081218816075495,0.580876748931317,2.2309299131122997,4.36505910542052,216.5,0
